algorithm,iteration,params,fitness
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6640044490581708}",0.15958477876438693
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7137169540483428}",0.13780434379939654
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7015095380986335}",0.16150544441861264
PSO,15,"{""num_samples"": 795, ""num_features"": 6, ""kernel_width"": 0.6259998140692913}",0.18345837758232347
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7176083397088209}",0.13061440645026878
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7367126527101461}",0.17138673707611535
PSO,15,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.6812350825302377}",0.12126048407705561
PSO,15,"{""num_samples"": 792, ""num_features"": 5, ""kernel_width"": 0.7408891109646809}",0.16332016738532806
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7163642018351839}",0.15149517960085657
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.75}",0.17390456928438214
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6992460596443945}",0.07385333956009421
PSO,15,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7082610220471425}",0.16750317080029517
PSO,16,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7151538798175174}",0.16512810534665873
PSO,16,"{""num_samples"": 800, ""num_features"": 4, ""kernel_width"": 0.7059351305392653}",0.11313759349241512
PSO,16,"{""num_samples"": 800, ""num_features"": 5, ""kernel_width"": 0.7018406649956811}",0.16882813653816964
PSO,16,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.6292304665620538}",0.13043914341895468
PSO,16,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7448563173086509}",0.16252320814324966
PSO,16,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7051039780390614}",0.09284214300618035
PSO,16,"{""num_samples"": 799, ""num_features"": 6, ""kernel_width"": 0.7029228936900016}",0.1888004107738429
PSO,16,"{""num_samples"": 800, ""num_features"": 6, ""kernel_width"": 0.7351856363038489}",0.15572851433847906
